gender,loan_type,loan_purpose,credit_worthiness,loan_amount,term,property_value,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,ltv,region,status,dtir1
Female,type2,p1,l1,266500,360.0,268000.0,pr,home,1U,5040.0,CIB,714,CIB,35-44,99.44029851,North,0,57.0
Sex Not Available,type3,p3,l1,196500,360.0,288000.0,pr,home,1U,4500.0,CRIF,507,EXP,>74,68.22916667,south,0,48.0
Male,type1,p1,l1,246500,360.0,278000.0,pr,home,1U,3900.0,CRIF,708,CIB,25-34,88.66906475,North,0,36.0
Male,type1,p3,l1,346500,360.0,508000.0,pr,home,1U,11400.0,CRIF,734,EXP,25-34,68.20866142,North,0,49.0
Joint,type1,p1,l1,546500,360.0,618000.0,pr,home,1U,9540.0,CIB,863,EXP,45-54,88.43042071,North,0,38.0
Sex Not Available,type1,p4,l1,76500,360.0,138000.0,pr,home,1U,1260.0,CIB,528,CIB,55-64,55.43478261,south,0,46.0
Joint,type2,p4,l1,316500,360.0,348000.0,pr,home,1U,5760.0,CIB,505,EXP,55-64,90.94827586,south,0,39.0
Male,type1,p3,l1,236500,360.0,318000.0,pr,home,1U,6840.0,EXP,537,CIB,35-44,74.37106918,North,0,26.0
Male,type1,p1,l1,406500,360.0,508000.0,pr,home,1U,8640.0,EXP,883,CIB,45-54,80.01968504,North,0,37.0
Male,type3,p4,l1,216500,360.0,358000.0,pr,home,1U,5760.0,CRIF,579,CIB,45-54,60.47486034,south,0,39.0
Joint,type2,p3,l1,406500,360.0,468000.0,pr,home,1U,8940.0,CIB,541,EXP,25-34,86.85897436,North,0,43.0
Sex Not Available,type2,p1,l1,256500,360.0,268000.0,pr,home,1U,3300.0,CRIF,614,EXP,65-74,95.70895522,south,0,55.0
Joint,type2,p1,l1,196500,360.0,208000.0,pr,home,1U,3300.0,CRIF,780,EXP,55-64,94.47115385,south,0,50.0
Male,type2,p4,l1,526500,360.0,608000.0,pr,home,1U,12480.0,CRIF,726,CIB,45-54,86.59539474,south,0,46.0
Male,type1,p1,l1,106500,360.0,228000.0,pr,home,1U,2160.0,CIB,784,CIB,55-64,46.71052632,North,0,44.0
Sex Not Available,type1,p4,l1,526500,360.0,748000.0,pr,home,1U,6360.0,EXP,589,CIB,45-54,70.38770053,south,0,41.0
Male,type1,p4,l1,576500,360.0,968000.0,pr,home,1U,10500.0,CIB,568,CIB,35-44,59.55578512,south,0,36.0
Joint,type1,p3,l1,276500,360.0,588000.0,pr,home,1U,5220.0,CRIF,889,EXP,55-64,47.02380952,North,0,36.0
Joint,type2,p3,l1,246500,360.0,308000.0,pr,home,1U,2340.0,CIB,833,EXP,55-64,80.03246753,North,0,46.0
Sex Not Available,type1,p4,l1,346500,360.0,468000.0,ir,home,1U,5340.0,CIB,652,CIB,45-54,74.03846154,south,0,32.0
Male,type2,p4,l1,236500,360.0,278000.0,pr,home,1U,2820.0,CRIF,873,CIB,<25,85.07194245,North,0,40.0
Joint,type1,p1,l1,366500,360.0,398000.0,pr,home,1U,7620.0,CRIF,760,EXP,35-44,92.08542714,North,0,41.0
Joint,type2,p4,l1,316500,360.0,358000.0,pr,home,1U,5760.0,EXP,595,EXP,45-54,88.40782123,south,0,39.0
Sex Not Available,type2,p4,l1,296500,360.0,348000.0,pr,home,1U,5760.0,EXP,667,EXP,35-44,85.20114943,south,0,39.0
Sex Not Available,type2,p3,l1,326500,360.0,398000.0,pr,home,1U,6960.0,EXP,720,CIB,45-54,82.03517588,south,0,44.0
Male,type1,p4,l1,336500,360.0,408000.0,pr,home,1U,8400.0,CIB,730,CIB,45-54,82.4754902,North,0,32.0
Sex Not Available,type3,p4,l1,246500,360.0,598000.0,pr,home,1U,5760.0,CRIF,761,EXP,45-54,41.22073579,south,0,39.0
Joint,type1,p4,l1,506500,360.0,638000.0,pr,home,1U,6480.0,EXP,799,EXP,35-44,79.38871473,south,0,41.0
Sex Not Available,type1,p4,l1,496500,360.0,638000.0,pr,home,1U,7020.0,EXP,860,EXP,25-34,77.82131661,North,0,33.0
Male,type2,p1,l1,116500,360.0,128000.0,pr,home,1U,1980.0,CRIF,864,CIB,55-64,91.015625,North,0,33.0
Female,type1,p1,l1,146500,360.0,328000.0,pr,home,1U,4920.0,CIB,688,CIB,55-64,44.66463415,North,0,45.0
Female,type2,p3,l1,146500,360.0,178000.0,pr,home,1U,2340.0,CRIF,653,CIB,45-54,82.30337079,North,0,45.0
Joint,type1,p1,l1,136500,360.0,158000.0,pr,home,1U,2940.0,EXP,577,EXP,35-44,86.39240506,North,0,30.0
Female,type1,p1,l1,336500,360.0,428000.0,pr,home,1U,7020.0,EXP,759,CIB,35-44,78.62149533,North,0,31.0
Male,type1,p3,l1,476500,360.0,638000.0,pr,home,1U,5280.0,EXP,884,CIB,45-54,74.68652038,North,0,42.0
Joint,type1,p4,l1,336500,360.0,558000.0,pr,home,1U,6840.0,CRIF,683,EXP,55-64,60.3046595,North,0,22.0
Joint,type1,p1,l1,476500,360.0,528000.0,pr,home,1U,8040.0,CIB,690,EXP,45-54,90.24621212,south,0,20.0
Joint,type1,p3,l1,266500,360.0,328000.0,pr,home,1U,2760.0,CRIF,540,EXP,65-74,81.25,North,0,42.0
Sex Not Available,type1,p1,l1,426500,360.0,438000.0,pr,home,1U,6960.0,CIB,680,EXP,25-34,97.37442922,south,0,39.0
Male,type2,p3,l1,46500,360.0,78000.0,pr,home,1U,1140.0,CRIF,776,CIB,>74,59.61538462,North,0,53.0
Male,type1,p1,l1,686500,360.0,758000.0,pr,home,1U,13140.0,CIB,752,CIB,35-44,90.56728232,south,0,40.0
Joint,type3,p4,l1,336500,360.0,388000.0,pr,home,1U,5760.0,CRIF,725,EXP,65-74,86.72680412,North,0,39.0
Sex Not Available,type1,p1,l1,76500,360.0,138000.0,pr,home,1U,960.0,CRIF,712,CIB,55-64,55.43478261,south,0,48.0
Male,type1,p1,l1,236500,360.0,238000.0,pr,home,1U,5220.0,CRIF,827,CIB,25-34,99.3697479,North,0,40.0
Male,type1,p3,l1,356500,360.0,758000.0,sr,home,1U,11520.0,CIB,696,CIB,55-64,47.03166227,central,0,48.0
Male,type1,p3,l1,326500,360.0,508000.0,pr,home,1U,5760.0,CIB,570,CIB,55-64,64.27165354,North,0,39.0
Female,type1,p4,l1,316500,360.0,398000.0,pr,home,1U,5580.0,EXP,603,CIB,55-64,79.52261307,North,0,36.0
Male,type1,p1,l1,436500,360.0,458000.0,pr,home,1U,10320.0,CRIF,667,EXP,35-44,95.30567686,central,0,49.0
Male,type1,p4,l1,426500,360.0,658000.0,pr,home,1U,6780.0,EXP,780,CIB,45-54,64.81762918,south,0,58.0
Sex Not Available,type2,p3,l1,136500,360.0,158000.0,pr,home,1U,4080.0,EXP,678,EXP,45-54,86.39240506,south,0,47.0
Male,type2,p3,l1,426500,360.0,528000.0,pr,home,1U,10440.0,EXP,733,CIB,35-44,80.77651515,North,0,43.0
Male,type1,p1,l1,336500,360.0,428000.0,pr,home,1U,5700.0,EXP,712,CIB,35-44,78.62149533,North,0,36.0
Male,type2,p3,l1,146500,360.0,168000.0,pr,home,1U,2400.0,CIB,566,CIB,45-54,87.20238095,North,0,42.0
Sex Not Available,type1,p4,l1,436500,360.0,588000.0,pr,home,1U,10320.0,EXP,616,CIB,25-34,74.23469388,south,0,40.0
Female,type1,p3,l1,176500,360.0,298000.0,pr,home,1U,2520.0,CRIF,723,CIB,65-74,59.22818792,central,0,43.0
Joint,type1,p4,l1,676500,360.0,958000.0,pr,home,1U,13680.0,CRIF,526,EXP,25-34,70.61586639,North,0,33.0
Male,type1,p1,l1,426500,360.0,578000.0,sr,home,1U,6900.0,EXP,513,EXP,65-74,73.78892734,North,0,36.0
Male,type3,p4,l1,496500,360.0,558000.0,pr,home,1U,5760.0,CIB,604,CIB,35-44,88.97849462,North,0,39.0
Joint,type2,p3,l1,296500,360.0,348000.0,pr,home,1U,5100.0,EXP,884,EXP,55-64,85.20114943,North,0,42.0
Female,type1,p4,l1,276500,360.0,298000.0,pr,home,1U,7020.0,EXP,647,CIB,35-44,92.7852349,south,0,34.0
Joint,type1,p4,l1,606500,360.0,968000.0,pr,home,1U,7500.0,EXP,865,EXP,45-54,62.65495868,North,0,44.0
Male,type3,p4,l1,396500,360.0,478000.0,pr,home,1U,5760.0,EXP,581,CIB,45-54,82.94979079,North,0,39.0
Sex Not Available,type3,p3,l1,306500,360.0,358000.0,pr,home,1U,5400.0,EXP,799,EXP,55-64,85.61452514,south,0,36.0
Sex Not Available,type1,p4,l1,696500,360.0,878000.0,pr,home,1U,9900.0,EXP,747,EXP,35-44,79.32801822,south,0,37.0
Male,type1,p3,l1,656500,360.0,828000.0,pr,home,1U,8160.0,CIB,589,EXP,65-74,79.28743961,south,0,49.0
Male,type1,p4,l1,406500,360.0,868000.0,pr,home,1U,4680.0,CIB,820,CIB,55-64,46.83179724,North,0,40.0
Joint,type2,p1,l2,176500,360.0,178000.0,pr,home,1U,3060.0,CIB,590,EXP,35-44,99.15730337,North,0,51.0
Sex Not Available,type3,p4,l1,266500,360.0,348000.0,pr,home,1U,5760.0,EXP,624,EXP,55-64,76.58045977,south,0,39.0
Joint,type1,p1,l1,256500,360.0,318000.0,pr,home,1U,12360.0,EXP,521,EXP,45-54,80.66037736,North,0,41.0
Joint,type1,p4,l1,226500,360.0,308000.0,pr,home,1U,4200.0,CRIF,626,EXP,35-44,73.53896104,south,0,30.0
Male,type1,p4,l1,356500,360.0,528000.0,pr,home,1U,4860.0,CIB,576,CIB,45-54,67.51893939,North,0,37.0
Joint,type1,p3,l1,306500,360.0,558000.0,pr,home,1U,9180.0,CIB,694,EXP,45-54,54.92831541,North,0,41.0
Sex Not Available,type1,p3,l1,506500,360.0,638000.0,pr,home,1U,7740.0,EXP,577,EXP,45-54,79.38871473,south,0,47.0
Joint,type3,p3,l1,296500,360.0,308000.0,pr,home,1U,8520.0,CRIF,888,EXP,45-54,96.26623377,North,0,30.0
Male,type1,p4,l1,656500,360.0,1038000.0,pr,home,1U,9480.0,CIB,688,CIB,25-34,63.24662813,North,0,26.0
Joint,type3,p1,l1,266500,360.0,258000.0,pr,home,1U,4320.0,EXP,817,EXP,25-34,103.2945736,central,0,54.0
Sex Not Available,type1,p3,l1,276500,360.0,558000.0,pr,home,1U,3060.0,CIB,871,CIB,55-64,49.55197133,south,0,38.0
Joint,type1,p3,l1,196500,360.0,238000.0,pr,home,1U,5760.0,CIB,776,EXP,45-54,82.56302521,North,0,44.0
Sex Not Available,type3,p4,l1,516500,360.0,488000.0,pr,home,1U,5760.0,EXP,702,EXP,45-54,105.8401639,south,0,39.0
Male,type1,p1,l1,546500,360.0,638000.0,pr,home,1U,8760.0,CRIF,661,CIB,45-54,85.65830721,North,0,37.0
Sex Not Available,type1,p3,l1,296500,360.0,428000.0,pr,home,1U,5580.0,EXP,734,EXP,45-54,69.27570093,south,0,34.0
Joint,type1,p3,l1,486500,360.0,838000.0,pr,home,1U,13500.0,CIB,769,EXP,45-54,58.0548926,south,0,35.0
Male,type2,p3,l1,306500,360.0,348000.0,pr,home,1U,4200.0,CRIF,532,EXP,35-44,88.07471264,North,0,48.0
Joint,type1,p4,l1,466500,360.0,628000.0,pr,home,1U,7380.0,CRIF,634,EXP,35-44,74.28343949,North,0,38.0
Female,type1,p2,l1,616500,360.0,828000.0,ir,home,1U,6840.0,CIB,723,CIB,25-34,74.45652174,south,0,39.0
Female,type1,p4,l1,396500,360.0,498000.0,pr,home,1U,5040.0,CRIF,766,CIB,65-74,79.6184739,North,0,34.0
Joint,type1,p4,l1,626500,360.0,788000.0,pr,home,1U,7800.0,CIB,723,EXP,35-44,79.50507614,North,0,37.0
Male,type1,p4,l1,406500,360.0,548000.0,pr,home,1U,10980.0,EXP,846,EXP,35-44,74.17883212,North,0,20.0
Joint,type1,p4,l1,336500,360.0,368000.0,pr,home,1U,4860.0,CRIF,703,EXP,25-34,91.44021739,North,0,42.0
Sex Not Available,type1,p4,l1,266500,360.0,338000.0,pr,home,1U,4080.0,CRIF,547,CIB,35-44,78.84615385,south,0,47.0
Male,type1,p4,l1,76500,360.0,158000.0,pr,home,1U,1980.0,CIB,786,CIB,25-34,48.41772152,North,0,44.0
Joint,type1,p4,l1,356500,360.0,518000.0,pr,home,1U,4860.0,EXP,900,EXP,45-54,68.82239382,North,0,47.0
Joint,type1,p3,l1,266500,360.0,358000.0,pr,home,1U,7380.0,EXP,663,EXP,35-44,74.44134078,North,0,34.0
Male,type1,p2,l1,236500,360.0,318000.0,ir,home,1U,8160.0,CIB,542,CIB,35-44,74.37106918,south,0,45.0
Joint,type3,p4,l1,686500,360.0,688000.0,pr,home,1U,5760.0,CRIF,515,EXP,35-44,99.78197674,North,0,39.0
Female,type2,p3,l1,426500,360.0,498000.0,pr,home,1U,3900.0,CRIF,578,CIB,45-54,85.64257028,south,0,59.0
Male,type3,p4,l1,296500,360.0,298000.0,pr,home,1U,5760.0,EXP,801,CIB,65-74,99.4966443,central,0,39.0
Joint,type1,p4,l1,486500,360.0,518000.0,pr,home,1U,12960.0,CRIF,886,EXP,45-54,93.91891892,central,0,39.0
Female,type1,p2,l1,276500,360.0,528000.0,pr,home,1U,2400.0,CRIF,898,CIB,65-74,52.36742424,North,0,45.0
Male,type2,p3,l1,66500,360.0,78000.0,pr,home,1U,1800.0,CRIF,621,CIB,65-74,85.25641026,North,0,48.0
Sex Not Available,type3,p3,l1,96500,360.0,178000.0,pr,home,1U,1320.0,EXP,696,CIB,65-74,54.21348315,south,0,56.0
Male,type2,p4,l1,176500,360.0,198000.0,pr,home,1U,5760.0,EXP,606,EXP,45-54,89.14141414,south,0,39.0
Joint,type3,p4,l1,256500,360.0,258000.0,pr,home,1U,5760.0,CRIF,792,EXP,25-34,99.41860465,North,0,39.0
Male,type1,p3,l1,236500,360.0,418000.0,pr,home,1U,2520.0,CRIF,844,CIB,55-64,56.57894737,south,0,48.0
Joint,type1,p1,l1,456500,360.0,518000.0,pr,home,1U,7560.0,EXP,810,EXP,35-44,88.12741313,North,0,36.0
Sex Not Available,type1,p3,l1,406500,360.0,648000.0,pr,home,1U,9420.0,CIB,687,EXP,55-64,62.73148148,south,0,29.0
Joint,type1,p1,l2,126500,360.0,158000.0,pr,home,1U,1920.0,CRIF,839,EXP,45-54,80.06329114,North,0,42.0
Male,type1,p3,l1,276500,360.0,498000.0,pr,home,1U,3480.0,EXP,626,CIB,>74,55.52208835,North,0,30.0
Male,type2,p3,l1,66500,360.0,88000.0,pr,home,1U,1020.0,CRIF,635,CIB,45-54,75.56818182,North,0,32.0
Male,type1,p3,l1,366500,360.0,458000.0,pr,home,1U,5460.0,CIB,502,EXP,55-64,80.02183406,North,0,40.0
Sex Not Available,type1,p3,l1,436500,360.0,588000.0,pr,home,1U,11280.0,CIB,815,EXP,45-54,74.23469388,south,0,41.0
Sex Not Available,type2,p4,l1,126500,360.0,148000.0,pr,home,1U,3480.0,CRIF,542,CIB,55-64,85.47297297,south,0,48.0
Female,type1,p4,l1,426500,360.0,768000.0,pr,home,1U,5820.0,EXP,895,CIB,45-54,55.53385417,south,0,36.0
Joint,type3,p3,l1,206500,360.0,288000.0,pr,home,1U,3060.0,EXP,541,EXP,>74,71.70138889,North,0,48.0
Male,type1,p4,l1,426500,360.0,548000.0,pr,home,1U,4440.0,CIB,848,CIB,45-54,77.82846715,south,0,40.0
Sex Not Available,type1,p3,l1,106500,360.0,158000.0,pr,home,1U,2220.0,CIB,599,CIB,55-64,67.40506329,south,0,25.0
Male,type3,p3,l1,486500,360.0,558000.0,pr,home,1U,6480.0,CIB,889,CIB,25-34,87.18637993,North,0,47.0
Joint,type1,p1,l1,436500,360.0,458000.0,pr,home,1U,6900.0,CIB,703,EXP,35-44,95.30567686,North,0,44.0
Joint,type1,p3,l1,86500,360.0,168000.0,sr,home,1U,8400.0,CIB,769,EXP,35-44,51.48809524,North,0,47.0
Joint,type1,p4,l1,486500,360.0,618000.0,pr,home,1U,6060.0,CRIF,703,EXP,45-54,78.72168285,North,0,41.0
Joint,type1,p4,l1,636500,360.0,798000.0,pr,home,1U,9300.0,CRIF,824,EXP,45-54,79.76190476,North,0,39.0
Joint,type3,p1,l1,246500,360.0,238000.0,pr,home,1U,4740.0,EXP,890,EXP,35-44,103.5714286,North,0,36.0
Sex Not Available,type2,p3,l1,366500,360.0,448000.0,pr,home,1U,6480.0,CIB,735,EXP,25-34,81.80803571,south,0,39.0
Joint,type3,p3,l1,76500,360.0,168000.0,pr,home,1U,1980.0,CIB,900,EXP,>74,45.53571429,south,0,38.0
Male,type1,p1,l1,436500,360.0,468000.0,pr,home,1U,4860.0,EXP,820,CIB,35-44,93.26923077,central,0,41.0
Female,type1,p4,l1,206500,360.0,348000.0,pr,home,1U,2400.0,CIB,882,EXP,65-74,59.33908046,North,0,46.0
Joint,type1,p4,l1,236500,360.0,318000.0,pr,home,1U,3240.0,EXP,554,EXP,>74,74.37106918,central,0,49.0
Joint,type1,p4,l1,556500,360.0,718000.0,pr,home,1U,8640.0,EXP,524,EXP,25-34,77.50696379,south,0,31.0
Male,type2,p4,l1,606500,360.0,788000.0,pr,home,1U,5760.0,EXP,860,CIB,55-64,76.96700508,North,0,39.0
Joint,type1,p4,l1,586500,360.0,658000.0,pr,home,1U,7680.0,EXP,847,EXP,35-44,89.1337386,North,0,45.0
Joint,type2,p4,l1,496500,360.0,578000.0,pr,home,1U,5760.0,EXP,550,EXP,35-44,85.89965398,south,0,39.0
Male,type2,p4,l1,496500,360.0,518000.0,pr,home,1U,5760.0,CRIF,547,CIB,35-44,95.84942085,North,0,39.0
Sex Not Available,type3,p4,l1,166500,360.0,358000.0,pr,home,1U,5760.0,EXP,570,EXP,65-74,46.50837989,south,0,39.0
Female,type1,p3,l1,156500,360.0,228000.0,pr,home,1U,2220.0,CRIF,812,CIB,>74,68.64035088,North,0,44.0
Joint,type1,p1,l1,516500,360.0,548000.0,pr,home,1U,9720.0,CRIF,698,EXP,35-44,94.25182482,North,0,46.0
Male,type2,p4,l1,236500,360.0,248000.0,pr,home,1U,5760.0,CRIF,560,CIB,45-54,95.36290323,North,0,39.0
Male,type1,p1,l1,326500,360.0,438000.0,ir,home,4U,6360.0,CRIF,723,CIB,25-34,74.543379,North,0,44.0
Sex Not Available,type1,p1,l1,436500,360.0,668000.0,pr,home,1U,12360.0,CIB,793,EXP,45-54,65.34431138,south,0,37.0
Male,type1,p4,l1,516500,360.0,868000.0,pr,home,1U,11040.0,CIB,539,CIB,55-64,59.50460829,North,0,20.0
Sex Not Available,type1,p4,l1,316500,360.0,418000.0,pr,home,1U,5040.0,CIB,514,CIB,45-54,75.71770335,south,0,44.0
Sex Not Available,type2,p3,l1,276500,360.0,328000.0,pr,home,1U,4680.0,EXP,639,CIB,35-44,84.29878049,south,0,32.0
Male,type1,p3,l1,206500,360.0,278000.0,pr,home,1U,2460.0,CIB,552,CIB,25-34,74.28057554,North,0,37.0
Male,type1,p4,l1,526500,360.0,888000.0,pr,home,1U,6300.0,CIB,793,CIB,35-44,59.29054054,south,0,38.0
Male,type3,p3,l1,306500,360.0,418000.0,pr,home,1U,5160.0,EXP,779,CIB,35-44,73.32535885,south,0,48.0
Male,type1,p4,l1,556500,360.0,628000.0,pr,home,1U,7860.0,CRIF,732,CIB,25-34,88.61464968,south,0,32.0
Joint,type3,p3,l1,436500,360.0,808000.0,pr,home,1U,8520.0,CRIF,665,EXP,35-44,54.02227723,central,0,35.0
Sex Not Available,type3,p4,l1,626500,360.0,728000.0,pr,home,1U,5760.0,CIB,546,EXP,35-44,86.05769231,south,0,39.0
Sex Not Available,type1,p2,l1,116500,360.0,258000.0,pr,home,1U,2580.0,CIB,519,EXP,25-34,45.15503876,south,0,49.0
Female,type1,p4,l1,356500,360.0,578000.0,pr,home,1U,7800.0,EXP,647,CIB,35-44,61.67820069,North,0,42.0
Joint,type1,p1,l1,486500,360.0,578000.0,pr,home,1U,5160.0,CIB,525,EXP,25-34,84.16955017,south,0,43.0
Sex Not Available,type1,p4,l1,236500,360.0,368000.0,pr,home,1U,3840.0,CIB,552,CIB,35-44,64.26630435,south,0,45.0
Joint,type1,p1,l1,456500,360.0,468000.0,pr,home,1U,8820.0,EXP,529,EXP,35-44,97.54273504,North,0,33.0
Sex Not Available,type1,p3,l1,236500,360.0,368000.0,pr,home,1U,3540.0,EXP,665,CIB,35-44,64.26630435,south,0,41.0
Female,type1,p4,l1,386500,360.0,798000.0,pr,home,1U,6300.0,CRIF,730,CIB,45-54,48.43358396,North,0,22.0
Male,type1,p4,l1,506500,360.0,678000.0,pr,home,1U,13860.0,CRIF,723,EXP,25-34,74.70501475,North,0,47.0
Joint,type2,p1,l1,716500,360.0,748000.0,pr,home,1U,9240.0,CIB,740,EXP,<25,95.78877005,North,0,47.0
Male,type3,p4,l1,306500,360.0,378000.0,pr,home,1U,5760.0,CRIF,887,CIB,45-54,81.08465608,North,0,39.0
Male,type1,p1,l1,216500,360.0,288000.0,ir,home,1U,13380.0,CIB,757,CIB,35-44,75.17361111,south,0,31.0
Male,type2,p3,l1,66500,360.0,98000.0,pr,home,1U,3600.0,EXP,538,CIB,55-64,67.85714286,North,0,22.0
Male,type1,p4,l1,586500,360.0,998000.0,pr,home,1U,9360.0,EXP,625,CIB,35-44,58.76753507,south,0,34.0
Joint,type2,p3,l1,216500,360.0,278000.0,pr,home,1U,3720.0,EXP,867,EXP,45-54,77.87769784,North,0,53.0
Female,type1,p3,l1,416500,360.0,688000.0,sr,home,1U,10920.0,EXP,554,CIB,35-44,60.5377907,south,0,45.0
Male,type1,p1,l1,586500,360.0,738000.0,pr,home,1U,11100.0,CIB,604,CIB,45-54,79.47154472,North,0,36.0
Joint,type1,p3,l1,386500,360.0,568000.0,pr,home,1U,5520.0,CRIF,672,EXP,45-54,68.04577465,North,0,39.0
Joint,type3,p4,l1,346500,360.0,428000.0,pr,home,1U,5760.0,EXP,850,EXP,45-54,80.95794393,south,0,39.0
Female,type1,p3,l1,126500,360.0,228000.0,pr,home,1U,2820.0,CRIF,671,CIB,35-44,55.48245614,central,0,36.0
Male,type3,p4,l1,456500,360.0,508000.0,pr,home,1U,5760.0,CIB,645,CIB,25-34,89.86220472,North,0,39.0
Male,type3,p4,l1,176500,360.0,238000.0,pr,home,1U,5760.0,CRIF,612,CIB,45-54,74.15966387,North,0,39.0
Joint,type2,p1,l1,366500,360.0,368000.0,pr,home,1U,5100.0,CRIF,643,EXP,35-44,99.5923913,North,0,55.0
Male,type1,p1,l1,126500,360.0,158000.0,pr,home,1U,4380.0,CRIF,679,CIB,25-34,80.06329114,North,0,27.0
Sex Not Available,type2,p3,l1,136500,360.0,178000.0,pr,home,1U,4980.0,EXP,598,EXP,35-44,76.68539326,south,0,30.0
Sex Not Available,type1,p3,l1,336500,360.0,418000.0,pr,home,1U,4500.0,CRIF,862,EXP,55-64,80.50239234,south,0,37.0
Sex Not Available,type2,p4,l1,366500,360.0,378000.0,pr,home,1U,5760.0,EXP,680,CIB,35-44,96.95767196,south,0,39.0
Female,type1,p3,l1,346500,360.0,488000.0,pr,home,1U,7140.0,CIB,621,CIB,35-44,71.00409836,south,0,31.0
Female,type1,p4,l1,86500,360.0,198000.0,pr,home,1U,3180.0,CIB,758,CIB,55-64,43.68686869,south,0,29.0
Sex Not Available,type2,p1,l1,216500,360.0,248000.0,pr,home,1U,6540.0,EXP,597,CIB,65-74,87.2983871,south,0,55.0
Joint,type3,p3,l2,186500,360.0,208000.0,pr,home,1U,2400.0,CRIF,833,EXP,65-74,89.66346154,North,0,45.0
Joint,type2,p3,l1,96500,360.0,108000.0,pr,home,1U,2160.0,CRIF,785,EXP,45-54,89.35185185,North,0,43.0
Joint,type3,p4,l1,536500,360.0,538000.0,pr,home,1U,5760.0,CIB,764,EXP,65-74,99.72118959,North,0,39.0
Joint,type1,p4,l1,456500,360.0,628000.0,pr,home,1U,8520.0,EXP,547,EXP,35-44,72.6910828,south,0,44.0
Sex Not Available,type1,p1,l1,156500,360.0,198000.0,ir,home,1U,8760.0,CIB,831,EXP,65-74,79.04040404,south,0,46.0
Sex Not Available,type1,p3,l1,416500,360.0,668000.0,pr,home,1U,6000.0,CRIF,637,EXP,65-74,62.3502994,south,0,47.0
Joint,type1,p1,l1,256500,360.0,318000.0,pr,home,1U,3360.0,CRIF,833,EXP,25-34,80.66037736,North,0,37.0
Joint,type1,p4,l1,486500,360.0,858000.0,pr,home,1U,9540.0,CRIF,574,EXP,35-44,56.7016317,North,0,35.0
Sex Not Available,type1,p3,l1,196500,360.0,288000.0,pr,home,1U,3720.0,CIB,598,CIB,25-34,68.22916667,south,0,43.0
Sex Not Available,type3,p4,l1,486500,360.0,558000.0,pr,home,1U,5760.0,EXP,524,EXP,55-64,87.18637993,south,0,39.0
Female,type1,p4,l1,486500,360.0,518000.0,pr,home,1U,5580.0,CIB,517,CIB,35-44,93.91891892,south,0,48.0
Sex Not Available,type1,p3,l1,336500,360.0,448000.0,pr,home,1U,10740.0,EXP,552,EXP,35-44,75.11160714,south,0,25.0
Male,type1,p1,l1,686500,360.0,778000.0,pr,home,1U,7980.0,EXP,831,CIB,25-34,88.23907455,North,0,38.0
Male,type1,p3,l1,196500,360.0,268000.0,pr,home,1U,2100.0,CIB,721,CIB,45-54,73.32089552,North,0,43.0
Female,type1,p4,l1,616500,360.0,828000.0,pr,home,1U,10200.0,CIB,781,CIB,35-44,74.45652174,North,0,32.0
Male,type2,p1,l1,96500,360.0,128000.0,pr,home,1U,3960.0,EXP,607,CIB,35-44,75.390625,North,0,46.0
Male,type1,p2,l1,86500,360.0,178000.0,sr,home,1U,3420.0,CIB,712,CIB,65-74,48.59550562,North,0,22.0
Male,type1,p1,l1,726500,360.0,908000.0,pr,home,1U,8700.0,EXP,835,CIB,25-34,80.01101322,North,0,38.0
Joint,type2,p4,l1,726500,360.0,748000.0,pr,home,2U,5760.0,EXP,771,EXP,55-64,97.12566845,central,0,39.0
Sex Not Available,type1,p1,l1,386500,360.0,428000.0,pr,home,1U,11040.0,CIB,849,EXP,35-44,90.30373832,south,0,30.0
Male,type2,p3,l1,176500,360.0,248000.0,pr,home,1U,4380.0,CRIF,598,CIB,55-64,71.16935484,North,0,36.0
Joint,type2,p4,l1,266500,360.0,278000.0,pr,home,1U,5760.0,CRIF,699,EXP,65-74,95.86330935,North,0,39.0
Joint,type2,p4,l1,246500,360.0,298000.0,pr,home,1U,5760.0,CRIF,726,EXP,55-64,82.71812081,North,0,39.0
Male,type1,p1,l1,266500,360.0,278000.0,pr,home,1U,3540.0,CIB,755,CIB,<25,95.86330935,south,0,35.0
Joint,type1,p1,l1,206500,360.0,258000.0,sr,home,1U,10260.0,CRIF,832,EXP,45-54,80.03875969,North,0,44.0
Joint,type1,p3,l1,356500,360.0,478000.0,ir,home,1U,5340.0,EXP,709,EXP,45-54,74.58158996,central,0,39.0
Sex Not Available,type1,p3,l1,206500,360.0,258000.0,pr,home,1U,2940.0,CIB,596,CIB,25-34,80.03875969,south,0,49.0
Male,type1,p1,l1,376500,360.0,398000.0,pr,home,1U,5760.0,CRIF,880,CIB,45-54,94.59798995,North,0,35.0
Male,type1,p1,l1,486500,360.0,568000.0,pr,home,1U,7320.0,CRIF,898,CIB,35-44,85.65140845,North,0,33.0
Female,type1,p1,l1,246500,360.0,308000.0,pr,home,1U,4140.0,EXP,812,EXP,25-34,80.03246753,North,0,32.0
Joint,type1,p4,l1,526500,360.0,728000.0,pr,home,1U,6840.0,EXP,633,EXP,45-54,72.32142857,North,0,55.0
Female,type1,p1,l1,346500,360.0,368000.0,pr,home,1U,5400.0,CRIF,680,CIB,35-44,94.1576087,North,0,36.0
